File,Timestamp,Name,Ownership,Actions,Objects,Dependencies
20260802000000_create_hr_capability_schema.sql,20260802000000,"create_hr_capability_schema",Legacy/Unknown,"CREATE TABLE, CREATE INDEX, ALTER TABLE, UPDATE, GRANT, REVOKE, ENABLE ROW LEVEL SECURITY, CREATE POLICY","hr_departments, hr_employee_profiles, hr_contracts","tenants, org_units, people_directory, hr_departments, hr_employee_profiles"
20260802010000_create_workforce_portal_tables.sql,20260802010000,"create_workforce_portal_tables",Legacy/Unknown,"CREATE TABLE, CREATE INDEX, ALTER TABLE, UPDATE, GRANT, REVOKE, ENABLE ROW LEVEL SECURITY, CREATE POLICY","re_sales_kpi_targets, re_project_checkins, re_commission_ledger, re_tasks, re_documents","tenants, auth, people_directory, real_estate_projects, real_estate_products, re_documents"
20260802010001_workforce_portal_SIMPLE.sql,20260802010001,"workforce_portal_SIMPLE",Legacy/Unknown,"CREATE TABLE, CREATE INDEX, ALTER TABLE, UPDATE, GRANT, ENABLE ROW LEVEL SECURITY, CREATE POLICY","re_sales_kpi_targets, re_project_checkins, re_commission_ledger, re_tasks, re_documents","tenants, auth, people_directory, real_estate_projects, real_estate_products, re_documents"
20260802100000_fix_partner_portal_schema_conflicts.sql,20260802100000,"fix_partner_portal_schema_conflicts",Legacy/Unknown,"CREATE INDEX, ALTER TABLE, UPDATE","IF, real_estate_projects, real_estate_products","users"
20260802110000_partner_portal_missing_components.sql,20260802110000,"partner_portal_missing_components",Legacy/Unknown,"CREATE TABLE, CREATE INDEX, ALTER TABLE, INSERT INTO, UPDATE, GRANT, ENABLE ROW LEVEL SECURITY, CREATE POLICY","re_reservations, re_partner_leads, real_estate_projects, real_estate_products, re_commission_ledger, re_documents","tenants, real_estate_products, users, customers"
20260802112935_partner_registration_system.sql,20260802112935,"partner_registration_system",Legacy/Unknown,"CREATE TABLE, CREATE INDEX, CREATE TYPE, CREATE EXTENSION, ALTER TABLE, INSERT INTO, UPDATE, GRANT, ENABLE ROW LEVEL SECURITY, CREATE POLICY","partner_applications, partner_application_logs","auth, partner_applications"
20260802120000_real_estate_partner_portal.sql,20260802120000,"real_estate_partner_portal",Real Estate,"CREATE TABLE, CREATE INDEX, CREATE TYPE, ALTER TABLE, DROP FUNCTION, INSERT INTO, UPDATE, ENABLE ROW LEVEL SECURITY, CREATE POLICY","real_estate_projects, real_estate_products, re_reservations, re_commission_ledger, re_documents, re_partner_leads","tenants, users, real_estate_projects, real_estate_products, customers"
20260802130000_create_user_roles.sql,20260802130000,"create_user_roles",Platform/Core,"CREATE TABLE, CREATE INDEX, ALTER TABLE, ENABLE ROW LEVEL SECURITY, CREATE POLICY","user_roles","auth"
20260802140000_partner_documents_storage.sql,20260802140000,"partner_documents_storage",Legacy/Unknown,"UPDATE, GRANT","",""
20260802150000_real_estate_core_schema.sql,20260802150000,"real_estate_core_schema",Real Estate,"CREATE TABLE, CREATE INDEX, CREATE TYPE, CREATE EXTENSION, ALTER TABLE, ENABLE ROW LEVEL SECURITY, CREATE POLICY","real_estate_projects, real_estate_products, re_customers, re_leads, re_reservations, re_bookings, re_contracts, re_transactions, re_commissions","real_estate_projects, and, real_estate_products, re_customers, re_reservations, re_bookings, re_contracts"
20260802151000_real_estate_rpc_functions.sql,20260802151000,"real_estate_rpc_functions",Real Estate,"INSERT INTO, UPDATE, GRANT","",""
20260803200800_create_bella_auto_foundation.sql,20260803200800,"create_bella_auto_foundation",Legacy/Unknown,"CREATE TABLE, CREATE INDEX, ALTER TABLE, ENABLE ROW LEVEL SECURITY, CREATE POLICY","auto_brands, auto_models, auto_variants","tenants, auto_brands, auto_models"
20260803210000_create_auto_vehicles.sql,20260803210000,"create_auto_vehicles",Legacy/Unknown,"CREATE TABLE, CREATE INDEX, CREATE TYPE, ALTER TABLE, UPDATE, ENABLE ROW LEVEL SECURITY, CREATE POLICY","auto_vehicles, auto_vehicle_status_logs","tenants, variant_id, auto_variants, users, auto_vehicles"
